1, 2
1, 269
1, 671
1, 1207
1, 1492
1, 1824
1, 2452
1, 3205
1, 4086
1, 4233
1, 4362
1, 4989
1, 5138
1, 5286
1, 5463
1, 5694
1, 5920
1, 6166
1, 6397
1, 6497
1, 6518
1, 6591
1, 6648
6728, 7240
6728, 7438
6728, 7697
6728, 7960
6728, 8094
6728, 8408
6728, 8688
6728, 9114
6728, 9497
6728, 9727
6728, 9835
6728, 10020
6728, 10227
6728, 10646
6728, 11022
6728, 11083
6728, 11247
6728, 11374
6728, 11635
6728, 12208
6728, 12606
6728, 6729
6728, 6789
6728, 6888
6728, 7013
6728, 11743
6728, 11916
6728, 11978
6728, 12000
6728, 12038
6728, 12081
6728, 12122
6728, 7132
12920, 12921
12920, 13010
12920, 13099
12920, 13163
12920, 13253
12920, 13317
12920, 13416
12920, 13509
12920, 13554
12920, 13608
12920, 13634
12920, 13681
12920, 13712
12920, 13828
12920, 13844
12920, 13886
12920, 13905
12920, 13933
12920, 14010
14086, 14166
14086, 14414
14086, 14630
14086, 14741
14086, 14955
14086, 15087
14086, 15254
14086, 15412
14086, 15553
14086, 14087
14086, 15775
14086, 15846
15885, 15961
15885, 16183
15885, 16420
15885, 16576
15885, 16699
15885, 16862
15885, 16946
15885, 17051
15885, 17215
15885, 17333
15885, 15886
17404, 17405
17404, 17570
17404, 17895
17404, 18244
17404, 18643
17404, 18942
17404, 19172
17404, 19492
17404, 19808
17404, 20087
17404, 20345
17404, 20512
17404, 20636
17404, 20677
17404, 20758
20802, 20923
20802, 21093
20802, 21265
20802, 21492
20802, 21702
20802, 21885
20802, 22052
20802, 22135
20802, 20803
20802, 22252
22328, 22605
22328, 22875
22328, 23189
22328, 23460
22328, 23737
22328, 23903
22328, 24202
22328, 24484
22328, 24850
22328, 22329
22328, 22439
22328, 22522
22328, 24709
22328, 24822
24993, 24994
24993, 25072
24993, 25120
24993, 25181
24993, 25245
24993, 25316
24993, 25363
25405, 25471
25405, 25533
25405, 25597
25405, 25683
25405, 25429
25405, 25746
25405, 25406
25823, 25824
25823, 25833
25823, 25886
25823, 25924
25823, 25989
25823, 26065
26141, 26142
26141, 26611
26141, 27026
26141, 27407
26141, 27714
26141, 28182
26141, 28573
26141, 28960
26141, 29369
26141, 29834
26141, 30197
26141, 30503
26141, 30851
26141, 31135
26141, 31345
26141, 31685
26141, 31896
26141, 32077
26141, 32152
26141, 32193
26141, 32375
26141, 32403
26141, 32472
26141, 32547
26141, 32566
26141, 32646
32676, 32677
32676, 32986
32676, 33345
32676, 33603
32676, 33902
32676, 34389
32676, 34900
32676, 35181
32676, 35575
32676, 35862
32676, 36290
32676, 36470
32676, 36790
32676, 36985
32676, 37214
32676, 37514
32676, 37826
32676, 38136
32676, 38564
32676, 38706
32676, 38917
32676, 39181
32676, 39436
32676, 39746
32676, 40053
32676, 40317
32676, 40622
32676, 40859
32676, 41165
32676, 41480
32676, 41501
32676, 41558
32676, 41585
32676, 41779
32676, 41831
41863, 41864
41863, 41965
41863, 42058
41863, 42221
41863, 42325
42385, 42386
42385, 42570
42385, 42897
42385, 43069
42385, 43360
42385, 43630
42385, 43993
42385, 44417
42385, 44643
42385, 44923
42385, 45165
42385, 45407
42385, 45561
42385, 45916
42385, 46306
42385, 46678
42385, 47001
42385, 47329
42385, 47634
42385, 47856
42385, 48110
42385, 48347
42385, 48805
42385, 49154
42385, 49656
42385, 50031
42385, 50331
42385, 50532
42385, 50735
42385, 51095
42385, 51145
42385, 51170
42385, 51233
42385, 51268
42385, 51306
42385, 51327
42385, 51358
42385, 51550
51578, 51579
51578, 51913
51578, 52287
51578, 52593
51578, 52936
51578, 53054
51578, 53106
51578, 53179
53241, 53242
53241, 53299
53241, 53439
53241, 53508
53241, 53586
53241, 53650
53241, 53727
53241, 53814
53241, 53972
54020, 54021
54020, 54123
54020, 54260
54020, 54400
54020, 54590
54020, 54666
54020, 54853
54020, 55026
54020, 54925
54020, 54982
55065, 55066
55065, 55347
55065, 55620
55065, 55819
55065, 56051
55065, 56244
55065, 56489
55065, 56671
55065, 56904
55065, 57008
55065, 57167
55065, 57346
55065, 57406
55065, 57560
55065, 57649
55065, 57778
55065, 57886
55065, 57935
55065, 58098
55065, 58219
55065, 58040
58285, 58286
58285, 58490
58285, 58567
58285, 58749
58285, 59018
58285, 59320
58285, 59557
58285, 59699
58285, 59869
58285, 59953
58285, 60134
58285, 60255
58285, 60183
58285, 60223
60371, 60372
60371, 60468
60371, 60653
60371, 60867
60371, 60967
60371, 61077
60371, 61251
60371, 61362
60371, 61400
60371, 61492
60371, 61614
60371, 61711
60371, 61846
60371, 61929
61965, 61966
61965, 62112
61965, 62333
61965, 62643
61965, 62861
61965, 63007
61965, 63167
61965, 63348
61965, 63578
61965, 63722
61965, 63866
61965, 64027
61965, 64085
64111, 64112
64111, 64248
64111, 64496
64111, 64617
64111, 64709
64111, 64949
64111, 65069
64111, 65315
64111, 65469
64111, 65675
64111, 65528
64111, 65567
64111, 65631
64111, 65656
65702, 65822
65702, 65974
65702, 66188
65702, 66371
65702, 66544
65702, 66718
65702, 66853
65702, 66936
65702, 67035
65702, 65703
65702, 65760
65702, 67130
65702, 67227
65702, 67305
65702, 67355
67393, 67558
67393, 67866
67393, 68041
67393, 68206
67393, 68309
67393, 68428
67393, 68681
67393, 68887
67393, 69089
67393, 67394
67393, 69220
69268, 69442
69268, 69531
69268, 69668
69268, 69744
69268, 69869
69268, 69962
69268, 70149
69268, 70239
69268, 70639
69268, 70757
69268, 70873
69268, 70935
69268, 71014
69268, 71209
69268, 71327
69268, 71437
69268, 71579
69268, 71828
69268, 72007
69268, 72190
69268, 69269
69268, 72309
69268, 72467
69268, 72493
72551, 72552
72551, 72786
72551, 73150
72551, 73420
72551, 73650
72551, 74018
72551, 74179
72551, 74288
72551, 74437
72551, 74525
72551, 74590
72551, 74665
74716, 74717
74716, 74941
74716, 75031
74716, 75183
74716, 75301
74716, 75365
75425, 75426
75425, 75502
75425, 75670
75425, 75863
75425, 76047
76096, 76284
76096, 76470
76096, 76568
76096, 76651
76096, 76708
76096, 76771
76096, 76868
76096, 76097
76096, 76223
76096, 76995
76096, 77051
77085, 77155
77085, 77311
77085, 77364
77085, 77578
77085, 77858
77085, 77956
77085, 77086
77085, 78040
77085, 78122
78203, 79826
78203, 80015
78203, 80144
78203, 80309
78203, 80402
78203, 80526
78203, 80724
78203, 80851
78203, 81007
78203, 81104
78203, 81192
78203, 81261
78203, 81357
78203, 78324
78203, 78862
78203, 78927
78203, 79019
78203, 79163
78203, 79310
78203, 79354
78203, 79466
78203, 79531
78203, 79564
78203, 79629
78203, 79663
78203, 79752
78203, 78204
78203, 78289
78203, 79421
81877, 82022
81877, 82154
81877, 82605
81877, 82724
81877, 82850
81877, 82965
81877, 83107
81877, 83194
81877, 81992
81877, 81878
81877, 83289
